timestamp,src_ip,dst_ip,src_port,dst_port,http_method,uri_length,decoded_uri_length,query_length,special_char_count,angle_bracket_count,script_keyword_count,event_handler_count,encoded_char_count,http_version,user_agent_length,frame_length,label
1786184478.3693688,127.0.0.1,127.0.0.1,58225,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184478.395332,127.0.0.1,127.0.0.1,58226,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184478.4251192,127.0.0.1,127.0.0.1,58227,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184478.45471,127.0.0.1,127.0.0.1,58228,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184478.4815502,127.0.0.1,127.0.0.1,58229,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184478.5099647,127.0.0.1,127.0.0.1,58230,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184478.5351737,127.0.0.1,127.0.0.1,58231,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184478.562668,127.0.0.1,127.0.0.1,58232,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184478.5891392,127.0.0.1,127.0.0.1,58233,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184478.6158395,127.0.0.1,127.0.0.1,58234,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184478.641873,127.0.0.1,127.0.0.1,58235,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184478.6672935,127.0.0.1,127.0.0.1,58236,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184478.699967,127.0.0.1,127.0.0.1,58237,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184478.734895,127.0.0.1,127.0.0.1,58238,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184478.767018,127.0.0.1,127.0.0.1,58239,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184478.7939208,127.0.0.1,127.0.0.1,58240,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184478.8209264,127.0.0.1,127.0.0.1,58241,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184478.8469403,127.0.0.1,127.0.0.1,58242,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184478.8714144,127.0.0.1,127.0.0.1,58243,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184478.8955495,127.0.0.1,127.0.0.1,58244,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184478.9210627,127.0.0.1,127.0.0.1,58245,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184478.9460566,127.0.0.1,127.0.0.1,58246,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184478.973134,127.0.0.1,127.0.0.1,58247,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184478.9999352,127.0.0.1,127.0.0.1,58248,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184479.0241797,127.0.0.1,127.0.0.1,58249,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184479.0495036,127.0.0.1,127.0.0.1,58251,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184479.0776517,127.0.0.1,127.0.0.1,58252,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184479.1095707,127.0.0.1,127.0.0.1,58253,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184479.1405528,127.0.0.1,127.0.0.1,58254,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184479.171038,127.0.0.1,127.0.0.1,58255,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184479.2024922,127.0.0.1,127.0.0.1,58256,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184479.2384095,127.0.0.1,127.0.0.1,58257,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184479.2752576,127.0.0.1,127.0.0.1,58258,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184479.3191447,127.0.0.1,127.0.0.1,58259,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184479.3498895,127.0.0.1,127.0.0.1,58260,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184479.3881092,127.0.0.1,127.0.0.1,58261,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184479.4187171,127.0.0.1,127.0.0.1,58262,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184479.449004,127.0.0.1,127.0.0.1,58263,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184479.474507,127.0.0.1,127.0.0.1,58264,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184479.5016525,127.0.0.1,127.0.0.1,58265,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184479.529779,127.0.0.1,127.0.0.1,58266,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184479.5546205,127.0.0.1,127.0.0.1,58267,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184479.5804203,127.0.0.1,127.0.0.1,58268,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184479.6053517,127.0.0.1,127.0.0.1,58269,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184479.6335883,127.0.0.1,127.0.0.1,58270,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184479.677461,127.0.0.1,127.0.0.1,58271,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184479.7165728,127.0.0.1,127.0.0.1,58272,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184479.7711055,127.0.0.1,127.0.0.1,58273,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184479.810904,127.0.0.1,127.0.0.1,58274,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184479.8412163,127.0.0.1,127.0.0.1,58275,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184479.8695533,127.0.0.1,127.0.0.1,58276,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184479.904019,127.0.0.1,127.0.0.1,58277,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184479.9392037,127.0.0.1,127.0.0.1,58278,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184479.970851,127.0.0.1,127.0.0.1,58279,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184480.0060613,127.0.0.1,127.0.0.1,58280,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184480.040547,127.0.0.1,127.0.0.1,58281,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184480.0715816,127.0.0.1,127.0.0.1,58282,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184480.1002073,127.0.0.1,127.0.0.1,58283,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184480.1299455,127.0.0.1,127.0.0.1,58284,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184480.1646688,127.0.0.1,127.0.0.1,58285,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184480.191311,127.0.0.1,127.0.0.1,58286,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184480.2157774,127.0.0.1,127.0.0.1,58287,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184480.2424307,127.0.0.1,127.0.0.1,58288,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184480.26912,127.0.0.1,127.0.0.1,58289,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184480.2934198,127.0.0.1,127.0.0.1,58290,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184480.3184433,127.0.0.1,127.0.0.1,58291,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184480.346758,127.0.0.1,127.0.0.1,58292,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184480.376784,127.0.0.1,127.0.0.1,58293,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184480.4014816,127.0.0.1,127.0.0.1,58294,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184480.4254084,127.0.0.1,127.0.0.1,58295,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184480.449957,127.0.0.1,127.0.0.1,58296,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184480.4753315,127.0.0.1,127.0.0.1,58297,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184480.4994316,127.0.0.1,127.0.0.1,58298,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184480.5243013,127.0.0.1,127.0.0.1,58299,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184480.5495243,127.0.0.1,127.0.0.1,58300,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184480.5721886,127.0.0.1,127.0.0.1,58301,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184480.5933528,127.0.0.1,127.0.0.1,58302,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184480.6158752,127.0.0.1,127.0.0.1,58303,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184480.638273,127.0.0.1,127.0.0.1,58304,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184480.6595824,127.0.0.1,127.0.0.1,58305,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184480.681626,127.0.0.1,127.0.0.1,58306,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184480.70435,127.0.0.1,127.0.0.1,58307,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184480.7268236,127.0.0.1,127.0.0.1,58308,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184480.7478273,127.0.0.1,127.0.0.1,58309,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184480.7725255,127.0.0.1,127.0.0.1,58310,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184480.797864,127.0.0.1,127.0.0.1,58311,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184480.819392,127.0.0.1,127.0.0.1,58312,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184480.8390548,127.0.0.1,127.0.0.1,58313,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184480.8622477,127.0.0.1,127.0.0.1,58314,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184480.88936,127.0.0.1,127.0.0.1,58315,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184480.9117875,127.0.0.1,127.0.0.1,58316,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184480.9385588,127.0.0.1,127.0.0.1,58317,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184480.9626915,127.0.0.1,127.0.0.1,58318,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184480.987265,127.0.0.1,127.0.0.1,58319,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184481.013085,127.0.0.1,127.0.0.1,58320,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184481.0376828,127.0.0.1,127.0.0.1,58321,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184481.058108,127.0.0.1,127.0.0.1,58322,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184481.0815184,127.0.0.1,127.0.0.1,58323,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184481.1038263,127.0.0.1,127.0.0.1,58324,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184481.1241872,127.0.0.1,127.0.0.1,58325,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184481.1456943,127.0.0.1,127.0.0.1,58326,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184481.1672118,127.0.0.1,127.0.0.1,58327,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184481.1902056,127.0.0.1,127.0.0.1,58328,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184481.211736,127.0.0.1,127.0.0.1,58329,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184481.2330472,127.0.0.1,127.0.0.1,58330,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184481.2542083,127.0.0.1,127.0.0.1,58331,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184481.2733588,127.0.0.1,127.0.0.1,58332,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184481.29393,127.0.0.1,127.0.0.1,58333,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184481.317587,127.0.0.1,127.0.0.1,58334,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184481.3416667,127.0.0.1,127.0.0.1,58335,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184481.3637283,127.0.0.1,127.0.0.1,58336,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184481.3855193,127.0.0.1,127.0.0.1,58337,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184481.4048297,127.0.0.1,127.0.0.1,58338,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184481.4315352,127.0.0.1,127.0.0.1,58339,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184481.4575176,127.0.0.1,127.0.0.1,58340,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184481.4900956,127.0.0.1,127.0.0.1,58341,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184481.515618,127.0.0.1,127.0.0.1,58342,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184481.5471194,127.0.0.1,127.0.0.1,58343,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184481.5793436,127.0.0.1,127.0.0.1,58344,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184481.6167085,127.0.0.1,127.0.0.1,58345,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184481.659865,127.0.0.1,127.0.0.1,58346,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184481.687688,127.0.0.1,127.0.0.1,58347,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184481.7244701,127.0.0.1,127.0.0.1,58348,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184481.7529037,127.0.0.1,127.0.0.1,58349,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184481.7897177,127.0.0.1,127.0.0.1,58350,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184481.8218873,127.0.0.1,127.0.0.1,58351,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184481.8514073,127.0.0.1,127.0.0.1,58352,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184481.878564,127.0.0.1,127.0.0.1,58353,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184481.9033043,127.0.0.1,127.0.0.1,58354,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184481.9289708,127.0.0.1,127.0.0.1,58355,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184481.9594917,127.0.0.1,127.0.0.1,58356,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184481.9902737,127.0.0.1,127.0.0.1,58357,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184482.0147724,127.0.0.1,127.0.0.1,58358,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184482.039245,127.0.0.1,127.0.0.1,58359,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184482.0664697,127.0.0.1,127.0.0.1,58360,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184482.0931263,127.0.0.1,127.0.0.1,58361,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184482.1184857,127.0.0.1,127.0.0.1,58362,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184482.1428227,127.0.0.1,127.0.0.1,58363,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184482.1681457,127.0.0.1,127.0.0.1,58364,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184482.1919253,127.0.0.1,127.0.0.1,58365,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184482.2179756,127.0.0.1,127.0.0.1,58366,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184482.2458253,127.0.0.1,127.0.0.1,58367,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184482.275348,127.0.0.1,127.0.0.1,58368,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184482.3033302,127.0.0.1,127.0.0.1,58369,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184482.3344915,127.0.0.1,127.0.0.1,58370,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184482.3579578,127.0.0.1,127.0.0.1,58371,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184482.383428,127.0.0.1,127.0.0.1,58372,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184482.4061537,127.0.0.1,127.0.0.1,58373,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184482.4298868,127.0.0.1,127.0.0.1,58374,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184482.4556074,127.0.0.1,127.0.0.1,58375,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184482.493266,127.0.0.1,127.0.0.1,58376,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184482.5261667,127.0.0.1,127.0.0.1,58377,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184482.5523765,127.0.0.1,127.0.0.1,58378,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184482.5807576,127.0.0.1,127.0.0.1,58379,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184482.6065667,127.0.0.1,127.0.0.1,58380,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184482.6341348,127.0.0.1,127.0.0.1,58381,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184482.6576772,127.0.0.1,127.0.0.1,58382,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184482.6850648,127.0.0.1,127.0.0.1,58383,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184482.7104418,127.0.0.1,127.0.0.1,58384,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184482.737573,127.0.0.1,127.0.0.1,58385,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184482.7634068,127.0.0.1,127.0.0.1,58386,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184482.8146217,127.0.0.1,127.0.0.1,58387,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184482.8509529,127.0.0.1,127.0.0.1,58388,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184482.875523,127.0.0.1,127.0.0.1,58389,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184482.8997717,127.0.0.1,127.0.0.1,58390,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184482.922362,127.0.0.1,127.0.0.1,58391,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184482.943322,127.0.0.1,127.0.0.1,58392,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184482.961766,127.0.0.1,127.0.0.1,58393,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184482.9798212,127.0.0.1,127.0.0.1,58394,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184482.9992392,127.0.0.1,127.0.0.1,58395,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184483.0207987,127.0.0.1,127.0.0.1,58396,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184483.042636,127.0.0.1,127.0.0.1,58397,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184483.0679135,127.0.0.1,127.0.0.1,58398,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184483.095117,127.0.0.1,127.0.0.1,58399,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184483.121909,127.0.0.1,127.0.0.1,58400,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184483.1445453,127.0.0.1,127.0.0.1,58401,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184483.1668975,127.0.0.1,127.0.0.1,58402,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184483.1886775,127.0.0.1,127.0.0.1,58403,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184483.2108915,127.0.0.1,127.0.0.1,58404,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184483.2383275,127.0.0.1,127.0.0.1,58405,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184483.269468,127.0.0.1,127.0.0.1,58406,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184483.305441,127.0.0.1,127.0.0.1,58407,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184483.3459735,127.0.0.1,127.0.0.1,58408,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184483.3840775,127.0.0.1,127.0.0.1,58409,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184483.4145868,127.0.0.1,127.0.0.1,58410,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184483.4488747,127.0.0.1,127.0.0.1,58411,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184483.4826193,127.0.0.1,127.0.0.1,58412,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184483.511824,127.0.0.1,127.0.0.1,58413,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184483.5591629,127.0.0.1,127.0.0.1,58414,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184483.5872636,127.0.0.1,127.0.0.1,58415,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184483.6147833,127.0.0.1,127.0.0.1,58416,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184483.6416128,127.0.0.1,127.0.0.1,58417,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184483.6677423,127.0.0.1,127.0.0.1,58418,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184483.693696,127.0.0.1,127.0.0.1,58419,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184483.7228415,127.0.0.1,127.0.0.1,58420,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184483.7504933,127.0.0.1,127.0.0.1,58421,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
