flow_id,src_ip,dst_ip,src_port,dst_port,flow_duration,total_packets,total_bytes,forward_packets,backward_packets,forward_bytes,backward_bytes,packet_rate,byte_rate,avg_packet_length,min_packet_length,max_packet_length,avg_udp_length,min_udp_length,max_udp_length,label
127.0.0.1:50068-127.0.0.1:5354-25,127.0.0.1,127.0.0.1,50068,5354,0.023243427276611328,20,1585,20,0,1585,0,860.4583034157349,68191.32054569699,79.25,44,127,55.25,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-26,127.0.0.1,127.0.0.1,50068,5354,0.02343273162841797,20,1575,20,0,1575,0,853.506979772903,67213.6746571161,78.75,44,127,54.75,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-27,127.0.0.1,127.0.0.1,50068,5354,0.02280259132385254,20,1562,20,0,1562,0,877.0932968078544,68500.98648069342,78.1,44,126,54.1,20,102,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-28,127.0.0.1,127.0.0.1,50068,5354,0.022775888442993164,20,1570,20,0,1570,0,878.1216175192874,68932.54697526405,78.5,44,121,54.5,20,97,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-29,127.0.0.1,127.0.0.1,50068,5354,0.022925376892089844,20,1582,20,0,1582,0,872.3956903365365,69006.49910562004,79.1,44,129,55.1,20,105,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-3,127.0.0.1,127.0.0.1,50068,5354,0.022870302200317383,20,1579,20,0,1579,0,874.4965337503257,69041.50133958823,78.95,44,128,54.95,20,104,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-30,127.0.0.1,127.0.0.1,50068,5354,0.023246288299560547,20,1541,20,0,1541,0,860.3524030276302,66290.15265327891,77.05,44,129,53.05,20,105,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-31,127.0.0.1,127.0.0.1,50068,5354,0.023087263107299805,20,1544,20,0,1544,0,866.2785149997418,66876.70135798007,77.2,44,121,53.2,20,97,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-32,127.0.0.1,127.0.0.1,50068,5354,0.02275872230529785,20,1627,20,0,1627,0,878.7839550792503,71489.07474569701,81.35,44,128,57.35,20,104,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-33,127.0.0.1,127.0.0.1,50068,5354,0.022757291793823242,20,1549,20,0,1549,0,878.839194979623,68066.09565117181,77.45,44,130,53.45,20,106,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-34,127.0.0.1,127.0.0.1,50068,5354,0.022803544998168945,20,1571,20,0,1571,0,877.0566156098071,68892.79715615035,78.55,44,125,54.55,20,101,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-35,127.0.0.1,127.0.0.1,50068,5354,0.02272319793701172,20,1599,20,0,1599,0,880.1578041717379,70368.61644353045,79.95,44,129,55.95,20,105,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-36,127.0.0.1,127.0.0.1,50068,5354,0.02280449867248535,20,1610,20,0,1610,0,877.0199374797436,70600.10496711936,80.5,44,127,56.5,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-37,127.0.0.1,127.0.0.1,50068,5354,0.024202585220336914,20,1524,20,0,1524,0,826.3580034084305,62968.4798597224,76.2,44,116,52.2,20,92,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-38,127.0.0.1,127.0.0.1,50068,5354,0.023331165313720703,20,1546,20,0,1546,0,857.2225060802388,66263.29972000245,77.3,44,126,53.3,20,102,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-39,127.0.0.1,127.0.0.1,50068,5354,0.022520780563354492,20,1575,20,0,1575,0,888.0686858848812,69935.4090134344,78.75,44,118,54.75,20,94,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-4,127.0.0.1,127.0.0.1,50068,5354,0.022729158401489258,20,1602,20,0,1602,0,879.9269927517229,70482.152119413,80.1,44,127,56.1,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-40,127.0.0.1,127.0.0.1,50068,5354,0.022762775421142578,20,1555,20,0,1555,0,878.6274797327021,68313.28654921759,77.75,44,120,53.75,20,96,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-41,127.0.0.1,127.0.0.1,50068,5354,0.02267169952392578,20,1577,20,0,1577,0,882.1570689437598,69558.08488621545,78.85,44,123,54.85,20,99,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-42,127.0.0.1,127.0.0.1,50068,5354,0.02949380874633789,20,1581,20,0,1581,0,678.1084183467253,53604.47047030863,79.05,44,125,55.05,20,101,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-43,127.0.0.1,127.0.0.1,50068,5354,0.022308826446533203,20,1582,20,0,1582,0,896.5061451319867,70913.63607994014,79.1,44,124,55.1,20,100,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-44,127.0.0.1,127.0.0.1,50068,5354,0.022673606872558594,20,1598,20,0,1598,0,882.0828601472134,70478.42052576235,79.9,44,125,55.9,20,101,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-45,127.0.0.1,127.0.0.1,50068,5354,0.02248549461364746,20,1593,20,0,1593,0,889.4623108651165,70845.67306040652,79.65,44,126,55.65,20,102,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-46,127.0.0.1,127.0.0.1,50068,5354,0.02279973030090332,20,1561,20,0,1561,0,877.203358813749,68465.72215541311,78.05,44,124,54.05,20,100,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-47,127.0.0.1,127.0.0.1,50068,5354,0.022626638412475586,20,1598,20,0,1598,0,883.9138910255734,70624.71989294332,79.9,44,128,55.9,20,104,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-48,127.0.0.1,127.0.0.1,50068,5354,0.025478124618530273,20,1580,20,0,1580,0,784.9871330582147,62013.98351159896,79.0,44,125,55.0,20,101,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-49,127.0.0.1,127.0.0.1,50068,5354,0.02385687828063965,20,1563,20,0,1563,0,838.3326504302289,65515.696631122395,78.15,44,127,54.15,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-5,127.0.0.1,127.0.0.1,50068,5354,0.02266097068786621,20,1557,20,0,1557,0,882.5747261880964,68708.4424337433,77.85,44,124,53.85,20,100,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-50,127.0.0.1,127.0.0.1,50068,5354,0.022882461547851562,20,1613,20,0,1613,0,874.0318412936567,70490.66800033342,80.65,44,127,56.65,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-51,127.0.0.1,127.0.0.1,50068,5354,0.02285909652709961,20,1541,20,0,1541,0,874.9252174638603,67412.98800559044,77.05,44,127,53.05,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-52,127.0.0.1,127.0.0.1,50068,5354,0.022760391235351562,20,1536,20,0,1536,0,878.7195173049527,67485.65892902037,76.8,44,128,52.8,20,104,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-53,127.0.0.1,127.0.0.1,50068,5354,0.022751808166503906,20,1561,20,0,1561,0,879.0510122815107,68609.93150857191,78.05,44,123,54.05,20,99,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-54,127.0.0.1,127.0.0.1,50068,5354,0.02292609214782715,20,1574,20,0,1574,0,872.3684730498445,68655.39882902276,78.7,44,124,54.7,20,100,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-55,127.0.0.1,127.0.0.1,50068,5354,0.02306222915649414,20,1535,20,0,1535,0,867.2188566111857,66559.0472449085,76.75,44,118,52.75,20,94,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-56,127.0.0.1,127.0.0.1,50068,5354,0.02282261848449707,20,1576,20,0,1576,0,876.3236354139462,69054.30247061896,78.8,44,123,54.8,20,99,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-57,127.0.0.1,127.0.0.1,50068,5354,0.022948741912841797,20,1567,20,0,1567,0,871.5074698194361,68282.61026035281,78.35,44,125,54.35,20,101,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-58,127.0.0.1,127.0.0.1,50068,5354,0.02460765838623047,20,1579,20,0,1579,0,812.7551059954269,64167.015618338955,78.95,44,127,54.95,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-59,127.0.0.1,127.0.0.1,50068,5354,0.024601459503173828,20,1582,20,0,1582,0,812.9598976605354,64305.12790494835,79.1,44,123,55.1,20,99,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-6,127.0.0.1,127.0.0.1,50068,5354,0.023763179779052734,20,1568,20,0,1568,0,841.6382060800643,65984.43535667703,78.4,44,127,54.4,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-60,127.0.0.1,127.0.0.1,50068,5354,0.024971723556518555,20,1563,20,0,1563,0,800.9058707835668,62590.793801735745,78.15,44,124,54.15,20,100,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-61,127.0.0.1,127.0.0.1,50068,5354,0.024049997329711914,20,1589,20,0,1589,0,831.6009239340557,66070.69340656072,79.45,44,124,55.45,20,100,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-62,127.0.0.1,127.0.0.1,50068,5354,0.025263309478759766,20,1547,20,0,1547,0,791.6619165361167,61235.04924406863,77.35,44,118,53.35,20,94,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-63,127.0.0.1,127.0.0.1,50068,5354,0.024716615676879883,20,1539,20,0,1539,0,809.1722694344501,62265.80613298093,76.95,44,117,52.95,20,93,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-64,127.0.0.1,127.0.0.1,50068,5354,0.02544379234313965,20,1555,20,0,1555,0,786.0463460114881,61115.1034023932,77.75,44,121,53.75,20,97,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-65,127.0.0.1,127.0.0.1,50068,5354,0.024718046188354492,20,1583,20,0,1583,0,809.1254400771642,64042.278582107545,79.15,44,126,55.15,20,102,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-66,127.0.0.1,127.0.0.1,50068,5354,0.022603750228881836,20,1555,20,0,1555,0,884.8089276108304,68793.89412174207,77.75,44,118,53.75,20,94,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-67,127.0.0.1,127.0.0.1,50068,5354,0.02366042137145996,20,1572,20,0,1572,0,845.2934834087405,66440.06779592701,78.6,44,126,54.6,20,102,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-68,127.0.0.1,127.0.0.1,50068,5354,0.02454352378845215,20,1556,20,0,1556,0,814.878913573531,63397.57947602071,77.8,44,127,53.8,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-69,127.0.0.1,127.0.0.1,50068,5354,0.025088071823120117,20,1552,20,0,1552,0,797.19159531299,61862.06779628802,77.6,44,117,53.6,20,93,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-7,127.0.0.1,127.0.0.1,50068,5354,0.023398876190185547,20,1541,20,0,1541,0,854.7419045872307,65857.86374844614,77.05,44,124,53.05,20,100,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-70,127.0.0.1,127.0.0.1,50068,5354,0.024660348892211914,20,1553,20,0,1553,0,811.0185337368151,62975.589144663696,77.65,44,128,53.65,20,104,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-71,127.0.0.1,127.0.0.1,50068,5354,0.024221181869506836,20,1561,20,0,1561,0,825.7235385024264,64447.72218011438,78.05,44,126,54.05,20,102,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-72,127.0.0.1,127.0.0.1,50068,5354,0.0235137939453125,20,1604,20,0,1604,0,850.5645684620376,68215.27839065543,80.2,44,130,56.2,20,106,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-73,127.0.0.1,127.0.0.1,50068,5354,0.022849559783935547,20,1585,20,0,1585,0,875.2903858594711,69366.7630793631,79.25,44,127,55.25,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-74,127.0.0.1,127.0.0.1,50068,5354,0.024155378341674805,20,1550,20,0,1550,0,827.9729556334205,64167.90406159009,77.5,44,123,53.5,20,99,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-75,127.0.0.1,127.0.0.1,50068,5354,0.022594451904296875,20,1555,20,0,1555,0,885.173054195509,68822.20496370083,77.75,44,128,53.75,20,104,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-76,127.0.0.1,127.0.0.1,50068,5354,0.02270674705505371,20,1570,20,0,1570,0,880.7954724430118,69142.44458677643,78.5,44,124,54.5,20,100,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-77,127.0.0.1,127.0.0.1,50068,5354,0.02254772186279297,20,1592,20,0,1592,0,887.0075709512329,70605.80264771814,79.6,44,124,55.6,20,100,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-78,127.0.0.1,127.0.0.1,50068,5354,0.02238297462463379,20,1564,20,0,1564,0,893.5362852973445,69874.53751025234,78.2,44,125,54.2,20,101,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-79,127.0.0.1,127.0.0.1,50068,5354,0.024367332458496094,20,1567,20,0,1567,0,820.7710070055966,64307.408398888496,78.35,44,121,54.35,20,97,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-8,127.0.0.1,127.0.0.1,50068,5354,0.02451920509338379,20,1528,20,0,1528,0,815.6871286743614,62318.49663072121,76.4,44,120,52.4,20,96,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-80,127.0.0.1,127.0.0.1,50068,5354,0.024158000946044922,20,1571,20,0,1571,0,827.8830704853641,65030.21518662535,78.55,44,122,54.55,20,98,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-81,127.0.0.1,127.0.0.1,50068,5354,0.02357196807861328,20,1529,20,0,1529,0,848.4654286523445,64865.18202047174,76.45,44,121,52.45,20,97,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-82,127.0.0.1,127.0.0.1,50068,5354,0.022811174392700195,20,1568,20,0,1568,0,876.7632764405239,68738.24087293707,78.4,44,127,54.4,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-83,127.0.0.1,127.0.0.1,50068,5354,0.022559642791748047,20,1545,20,0,1545,0,886.5388598845934,68485.12692608485,77.25,44,122,53.25,20,98,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-84,127.0.0.1,127.0.0.1,50068,5354,0.022587299346923828,20,1581,20,0,1581,0,885.4533555700986,69995.08775781629,79.05,44,123,55.05,20,99,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-85,127.0.0.1,127.0.0.1,50068,5354,0.02387404441833496,20,1584,20,0,1584,0,837.7298646826783,66348.20528286813,79.2,44,122,55.2,20,98,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-86,127.0.0.1,127.0.0.1,50068,5354,0.023106098175048828,20,1549,20,0,1549,0,865.5723631260705,67038.57952411416,77.45,44,123,53.45,20,99,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-87,127.0.0.1,127.0.0.1,50068,5354,0.02329254150390625,20,1567,20,0,1567,0,858.6439567638389,67274.75401244678,78.35,44,127,54.35,20,103,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-88,127.0.0.1,127.0.0.1,50068,5354,0.021352052688598633,20,1547,20,0,1547,0,936.6780932813739,72452.05051531427,77.35,44,122,53.35,20,98,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-89,127.0.0.1,127.0.0.1,50068,5354,0.02285027503967285,20,1573,20,0,1573,0,875.2629876566397,68839.43397919471,78.65,44,126,54.65,20,102,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-9,127.0.0.1,127.0.0.1,50068,5354,0.023392438888549805,20,1608,20,0,1608,0,854.9771186872548,68740.16034245529,80.4,44,126,56.4,20,102,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-90,127.0.0.1,127.0.0.1,50068,5354,0.02155327796936035,20,1568,20,0,1568,0,927.9330980851981,72749.95488987953,78.4,44,125,54.4,20,101,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-91,127.0.0.1,127.0.0.1,50068,5354,0.021625995635986328,20,1615,20,0,1615,0,924.8129120455096,74678.6426476749,80.75,44,128,56.75,20,104,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-92,127.0.0.1,127.0.0.1,50068,5354,0.02271294593811035,20,1541,20,0,1541,0,880.5550831889991,67846.76915971238,77.05,44,121,53.05,20,97,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-93,127.0.0.1,127.0.0.1,50068,5354,0.023795127868652344,20,1535,20,0,1535,0,840.508196064286,64509.00404793395,76.75,44,124,52.75,20,100,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-94,127.0.0.1,127.0.0.1,50068,5354,0.024096012115478516,20,1495,20,0,1495,0,830.0128628816813,62043.461500405676,74.75,44,114,50.75,20,90,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-95,127.0.0.1,127.0.0.1,50068,5354,0.023950815200805664,20,1519,20,0,1519,0,835.0446459679266,63421.64086126402,75.95,44,117,51.95,20,93,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-96,127.0.0.1,127.0.0.1,50068,5354,0.024153709411621094,20,1575,20,0,1575,0,828.0301654360959,65207.37552809255,78.75,44,129,54.75,20,105,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-97,127.0.0.1,127.0.0.1,50068,5354,0.024068832397460938,20,1553,20,0,1553,0,830.950154528885,64523.27949916792,77.65,44,129,53.65,20,105,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-98,127.0.0.1,127.0.0.1,50068,5354,0.023017168045043945,20,1577,20,0,1577,0,868.9166260966844,68514.07596772356,78.85,44,125,54.85,20,101,DNS_TUNNELING_SIM
127.0.0.1:50068-127.0.0.1:5354-99,127.0.0.1,127.0.0.1,50068,5354,0.02390909194946289,20,1563,20,0,1563,0,836.5018647414291,65372.62072954269,78.15,44,121,54.15,20,97,DNS_TUNNELING_SIM
